,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2313,Pure Comedy,Father John Misty,spotify:track:4kM5lBwpG1DEH9FNTsOyGP,0.457,0.259,-11.677,0.0397,0.811,0.0,0.217,0.157,133.115
2314,September,"Earth, Wind & Fire",spotify:track:5nNmj1cLH3r4aA4XDJ2bgY,0.697,0.809,-8.197,0.0302,0.114,0.000521,0.183,0.98,125.941
2315,Pagan Poetry,Björk,spotify:track:74LkDg7TOVJCF3GFp1hXNx,0.513,0.477,-8.219,0.0298,0.494,5.01e-06,0.0687,0.131,131.946
2316,I Walk on Guilded Splinters,Dr. John,spotify:track:0OSNN0ABo1HMgfGeMQ3pCr,0.654,0.287,-19.071,0.0778,0.562,0.00446,0.0915,0.708,90.086
2317,Mona Lisa - Remastered 2003,Nat King Cole,spotify:track:68Y994wKr8kLNfxY7PcJf4,0.276,0.158,-13.636,0.0325,0.915,0.0,0.114,0.224,88.184
2318,Lost Highway,Hank Williams,spotify:track:4yEVQEdMqBNqtTvsC6kKsP,0.637,0.161,-15.14,0.0313,0.947,0.00212,0.108,0.521,133.352
2319,Beat Dis,Various Artists,spotify:track:6L8xB44ZvgAJjQEY9Zx6y6,0.732,0.803,-9.491,0.0515,0.0406,0.75,0.069,0.471,113.836
2320,Jasmine,Various Artists,spotify:track:7eOlqJVlHbbnJ9PcwfN1pT,0.669,0.212,-13.756,0.108,0.746,0.905,0.16,0.227,90.037
2321,Move It On Over,Hank Williams,spotify:track:4J31YOMDXG6ahl2xc3DwR3,0.608,0.388,-11.13,0.0529,0.942,0.000961,0.0924,0.923,166.64
2322,Santa Monica,Everclear,spotify:track:37EJtTS7jT5WUyXGZzrwnI,0.491,0.942,-5.333,0.132,0.156,0.0,0.367,0.387,100.446
2323,French Kiss - The Original Underground Mix,Various Artists,spotify:track:7hnqJYCKZFW7vMoykaraZG,0.689,0.505,-13.846,0.0867,0.0133,0.818,0.345,0.564,123.948
2324,Stand!,Sly & The Family Stone,spotify:track:68DqLs1hv7zI08EBvu53wV,0.609,0.788,-9.726,0.0629,0.214,2.44e-06,0.191,0.517,108.694
2325,You Are the Generation That Bought More Shoes and You Get What You Deserve,Johnny Boy,spotify:track:000FKTHqC1Mu9va1oI8wfL,0.455,0.88,-4.14,0.0482,0.00228,2.77e-06,0.38,0.55,134.995
2326,Mercy.1,Various Artists,spotify:track:671XaUBmifTMXDbZK5CB1M,0.556,0.644,-5.805,0.402,0.0558,2.32e-05,0.35,0.499,140.009
2327,It's All In The Game,Tommy Edwards,spotify:track:394NjJrTCSRmOzrUugwJz0,0.547,0.0975,-21.279,0.0305,0.821,0.0183,0.127,0.655,70.453
2328,St. James Infirmary,Louis Armstrong,spotify:track:7fAa9rz4UmwuB4AGh50Gmp,0.693,0.182,-11.022,0.0514,0.902,4.1e-05,0.153,0.588,116.508
2329,Beautiful Stranger,Various Artists,spotify:track:4jRaFkR8dBYwbKXryAI29a,0.532,0.738,-4.14,0.0288,0.128,5.08e-05,0.247,0.298,122.426
2330,Sexx Laws,Beck,spotify:track:3WDRFFmZg9YEwMsNIty1ht,0.646,0.915,-4.108,0.045,0.0139,1.18e-05,0.0766,0.862,133.977
2331,Mad World,Tears For Fears,spotify:track:0fW13W2PZe6zq87vqUBR66,0.646,0.902,-5.997,0.0455,0.0662,0.0285,0.0621,0.936,118.721
2332,I Second That Emotion - Single Version / Mono,Smokey Robinson & The Miracles,spotify:track:0KlIZnJCbJH2hglNhprgiT,0.707,0.727,-5.752,0.0327,0.182,1.92e-06,0.0383,0.888,96.904
2333,Ivy,Frank Ocean,spotify:track:2ZWlPOoWh0626oTaHrnl2a,0.567,0.388,-9.579,0.0384,0.782,0.000309,0.248,0.452,116.362
2334,Livin' la Vida Loca,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,-3.756,0.0476,0.00414,0.0,0.0555,0.933,178.043
2335,If I Had a Hammer,"Peter, Paul and Mary",spotify:track:6f4TUUHjfRjYkyrM5KSoJ4,0.471,0.387,-9.298,0.0316,0.269,0.0,0.337,0.512,89.692
2336,Plug in Baby,Muse,spotify:track:2UKARCqDrhkYDoVR4FN5Wi,0.408,0.965,-4.232,0.05,6.94e-06,0.000402,0.11,0.349,136.018
2337,Runaway Train,Soul Asylum,spotify:track:6jA1EDXarBl4yIGlMdHHGe,0.614,0.713,-8.07,0.0434,0.0143,0.0,0.115,0.561,117.351
2338,Pink Houses,John Mellencamp,spotify:track:7Glw89Hem5oee4wdhLi5AR,0.634,0.809,-5.044,0.0277,0.0533,3.39e-06,0.0823,0.641,115.149
2339,They Can't Take That Away From Me,George Gershwin,spotify:track:1zGhrKwgudNKzk4jZVxesp,0.447,0.13,-13.743,0.0375,0.98,0.297,0.11,0.38,123.466
2340,What You Waiting For?,Gwen Stefani,spotify:track:0ny5zITdmyNwyTPVzRGscU,0.676,0.948,-2.557,0.0628,0.0509,8.19e-06,0.384,0.731,136.027
2341,I Got You,Split Enz,spotify:track:2tGYZL7TeXIA6XzBsvjwy8,0.675,0.494,-11.794,0.0373,0.0405,6.99e-05,0.0736,0.829,125.736
2342,Love Is Strange,Various Artists,spotify:track:7MVrcX2RcCU6qypBtNJQiO,0.568,0.316,-15.225,0.0336,0.648,0.000228,0.086,0.79,122.142
2343,Old Man - 2009 Remaster,Neil Young,spotify:track:16XeptMdlJTWWeIrwEAOvv,0.702,0.244,-15.286,0.0355,0.431,0.00867,0.0963,0.444,141.317
2344,I Need You,Nick Cave & The Bad Seeds,spotify:track:2MWyl7mj5wM75B3t3D5z4E,0.303,0.464,-10.212,0.0347,0.912,0.00859,0.0979,0.0965,114.379
2345,Star Dust - Take 1,Louis Armstrong,spotify:track:31U6ge6UEX5MWLFuZqhzjZ,0.659,0.235,-10.09,0.0551,0.976,0.418,0.059,0.762,122.915
2346,Mushaboom,Feist,spotify:track:30z3PlzkPYVNUzhpkTT3UY,0.73,0.526,-8.713,0.0322,0.276,0.00127,0.0681,0.848,88.733
2347,Things Behind The Sun,Nick Drake,spotify:track:7bIpR4tyHFgGLkue8fPLjL,0.676,0.171,-17.476,0.0449,0.873,0.14,0.115,0.253,102.706
2348,Galveston - Remastered 2001,Glen Campbell,spotify:track:7GCNh1ibQiae8aimaEUOFq,0.526,0.52,-8.918,0.0296,0.202,0.000329,0.156,0.675,118.404
2349,Cornerstone,Arctic Monkeys,spotify:track:5N8JCYLVX5tekusGbKqZsU,0.283,0.718,-5.805,0.0395,0.00874,1.61e-06,0.335,0.751,169.777
2350,Girl From Mars,Ash,spotify:track:1mppNVGh4ipsxIWUUA0QiH,0.237,0.763,-7.718,0.0472,0.00542,0.0,0.16,0.501,154.778
2351,Fireworks,Animal Collective,spotify:track:3iC4YrP5eNgd0YcxNUQRZj,0.528,0.909,-4.872,0.0716,0.0193,4.31e-05,0.0866,0.777,165.77
2352,Night Fever - 2007 Remastered Version Saturday Night Fever,Bee Gees,spotify:track:66wpCqkkM6MrxXSbfgmsrh,0.729,0.794,-7.208,0.0249,0.0245,0.00125,0.0897,0.896,109.123
2353,Galvanize,The Chemical Brothers,spotify:track:4bz7uB4edifWKJXSDxwHcs,0.745,0.714,-3.681,0.0751,0.0141,0.0222,0.363,0.365,104.003
2354,I Feel Space,Various Artists,spotify:track:7MvsuvGqlxLXABTbRr2L1V,0.765,0.718,-8.1,0.036,0.00393,0.891,0.0853,0.651,122.032
2355,Al Capone,Prince Buster,spotify:track:2vtg1TU6wdmE2mjh4fHkJF,0.708,0.759,-9.506,0.0934,0.0147,0.617,0.304,0.756,116.94
2356,Young Hearts Run Free,Candi Staton,spotify:track:3MFa9idQuY4iJLWsZl3tIQ,0.653,0.652,-9.304,0.0427,0.13,1.58e-05,0.202,0.846,115.388
2357,Et maintenant,Gilbert Bécaud,spotify:track:7ljux6L94K33WbEM8mKGrf,0.385,0.501,-7.245,0.0531,0.719,1.83e-05,0.0826,0.527,125.52
2358,Drive My Car - Remastered,The Beatles,spotify:track:02wfEb4PyvM4XvsqDNtqVm,0.754,0.571,-8.547,0.0421,0.0173,0.0,0.3,0.82,122.463
2359,Crazy,Seal,spotify:track:10tdqQKFhddpkjzxllTVRj,0.633,0.846,-6.744,0.0426,0.408,0.00341,0.11,0.899,102.871
2360,Brother Sport,Animal Collective,spotify:track:3y58AWhf7UED6XMtEVYaLT,0.51,0.978,-5.172,0.172,0.275,0.00522,0.0575,0.464,132.872
2361,No Good (Start the Dance),The Prodigy,spotify:track:4kcBLVepesflQP345wKVeq,0.645,0.984,-9.233,0.0498,0.00563,0.758,0.133,0.175,145.001
2362,Mr. Jones,Counting Crows,spotify:track:5UtrTg1Na7TWRYmr7UgUXx,0.571,0.837,-5.604,0.0377,0.165,5.12e-06,0.17,0.713,141.66
2363,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,spotify:track:1otG6j1WHNvl9WgXLWkHTo,0.702,0.659,-6.766,0.13,0.301,0.00201,0.218,0.843,79.64
2364,The Spirit Of Radio,Rush,spotify:track:3ptER26gZWGlFsPT7HJfqd,0.365,0.926,-7.05,0.0455,0.0151,0.000176,0.371,0.639,135.772
2365,Ante Up (Robbin Hoodz Theory),M.O.P.,spotify:track:1NdLOTpTy9YsnRcCuda0vk,0.673,0.797,-4.861,0.27,0.00459,2.39e-06,0.7,0.919,94.169
2366,Deep Cover,Various Artists,spotify:track:0pQynoxBL4AvYyt67pZ74x,0.827,0.683,-5.985,0.18,0.0449,1.04e-06,0.179,0.376,95.024
2367,Bachelorette,Björk,spotify:track:6LBD2UfaLQLXxEFOvKcyim,0.463,0.901,-4.972,0.0765,0.0602,1.36e-05,0.103,0.356,96.943
2368,Needles In The Camel's Eye - 2004 Digital Remaster,Brian Eno,spotify:track:79oH2M0vWq9bRYpNTCrlHu,0.297,0.641,-9.009,0.0545,0.00109,0.0385,0.757,0.202,132.088
2369,Hide Away,Freddie King,spotify:track:4WJBWteXqQ9paoAvVxFB5W,0.631,0.878,-5.551,0.0328,0.293,0.251,0.181,0.898,133.777
2370,Love Reign O'er Me,The Who,spotify:track:0EF4KrU0dJ0lBEkqMyzlIi,0.293,0.727,-9.495,0.069,0.198,0.0576,0.133,0.232,116.895
2371,Good Life,Pure 80s Pop,spotify:track:5RKrqs8uUunOh139WHkWBu,0.739,0.786,-11.045,0.0527,0.242,0.0611,0.0459,0.938,121.308
2372,Looking For The Perfect Beat,Afrika Bambaataa,spotify:track:1xHnaTfqp8oXX7y2MhNb4X,0.784,0.986,-6.918,0.0794,0.123,0.000166,0.184,0.642,121.025
2373,Darkness On the Edge of Town,Bruce Springsteen,spotify:track:6fBy4h0spon7gkmZroCRmR,0.369,0.515,-9.318,0.0396,0.0218,0.0,0.0556,0.446,171.334
2374,Kowalski,Primal Scream,spotify:track:4Hit9IidedW0Xc2DJAtzcQ,0.355,0.952,-6.078,0.209,0.0021,0.629,0.695,0.331,180.714
2375,Bucky Done Gun,M.I.A.,spotify:track:1j9UKHaCQqvFEPQZozm6OI,0.886,0.764,-6.84,0.129,0.0642,0.00284,0.0474,0.509,128.032
2376,Freak Like Me,Sugababes,spotify:track:5VamJoXQR2u1jLgfBX3p92,0.518,0.911,-3.448,0.0828,0.0764,1.78e-06,0.459,0.522,91.866
2377,P.S.K. 'What Does It Mean'?,Various Artists,spotify:track:0p5Ub1ikh2gaU8T24BDOiY,0.607,0.93,-8.83,0.192,0.162,0.00214,0.386,0.285,98.761
2378,Passin' Me By,The Pharcyde,spotify:track:4KkwBjTLeXmBSIwLFqwlKU,0.759,0.756,-8.145,0.266,0.0903,2.36e-06,0.265,0.613,87.059
2379,Hurdy Gurdy Man,Donovan,spotify:track:7AL6qzIDHIX7pEUWrzNiIs,0.405,0.463,-16.167,0.0542,0.00379,0.0442,0.392,0.542,79.451
2380,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,Scott McKenzie,spotify:track:6vcNJUWtUPB0hKC6VbZriY,0.525,0.52,-11.725,0.0271,0.538,0.00569,0.111,0.523,112.554
2381,Conceptual Romance,Jenny Hval,spotify:track:6B61cpAqUJqOMiCG86b0FW,0.279,0.474,-11.598,0.0427,0.608,0.673,0.132,0.205,83.174
2382,Islands,The xx,spotify:track:2SMn57cBVxoD4TArscpovk,0.871,0.472,-11.077,0.0756,0.74,0.286,0.145,0.707,124.04
2383,LDN,Lily Allen,spotify:track:5wD6de7Fz1QfxVNkv1SEy7,0.675,0.631,-7.56,0.0261,0.0147,4.39e-06,0.379,0.917,100.027
2384,Drift Away - Single Version,Various Artists,spotify:track:54j5LDxYiMYDSLmbd9X983,0.469,0.415,-9.509,0.0404,0.336,0.0,0.463,0.611,76.534
2385,The Boy With the Arab Strap,Belle and Sebastian,spotify:track:5GPPI3rnZDptLYRN4vTUoZ,0.577,0.828,-9.805,0.0556,0.358,0.013,0.0683,0.706,142.365
2386,Slippin' Into Darkness,War,spotify:track:6TL4rrKY4P3WgVN4ko6zFV,0.494,0.479,-12.817,0.13,0.177,0.000915,0.094,0.492,177.426
2387,The Jean Genie - 2013 Remastered Version,David Bowie,spotify:track:3GGkKcUEC4xMxbJ9HEjWNg,0.583,0.612,-7.101,0.0311,0.355,8.55e-06,0.444,0.774,128.252
2388,When I Come Around,Green Day,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,97.546
2389,Waltz For Debby,Bill Evans,spotify:track:4cjEaVCO3r3Xd1B83uT8XP,0.496,0.188,-15.722,0.043,0.995,0.897,0.0795,0.209,114.917
2390,French Navy,Camera Obscura,spotify:track:0xVU3b2ZWl8cq8QuZ6oYPl,0.434,0.853,-4.05,0.0432,0.0105,0.0,0.214,0.668,136.997
2391,Can't Tell Me Nothing,Kanye West,spotify:track:7ptxlO1s34uXTPnm2S0Tno,0.596,0.62,-6.133,0.039,0.0122,0.0,0.82,0.102,80.029
2392,Knights of Cydonia,Muse,spotify:track:7ouMYWpwJ422jRcDASZB7P,0.366,0.963,-5.301,0.142,0.000273,0.0122,0.115,0.211,137.114
2393,Tipitina,Professor Longhair,spotify:track:7bj0GRBgDv4ZW0EuEYcwQz,0.692,0.336,-16.0,0.0278,0.824,0.00527,0.136,0.96,100.529
2394,Brown Eyed Handsome Man,Chuck Berry,spotify:track:2iBM7XvFItUTs69cjYXW9c,0.515,0.902,-7.085,0.202,0.919,6.25e-06,0.17,0.873,180.07
2395,I Can't Get Next To You - Single Version / Mono,The Temptations,spotify:track:5Dzvmnx8NGEJ3QupkasAuM,0.675,0.704,-11.238,0.125,0.416,0.0,0.396,0.658,109.385
2396,How to Disappear Completely,Radiohead,spotify:track:03KRkF62P0whzOVY8v3KGj,0.168,0.302,-11.645,0.0344,0.315,0.79,0.11,0.205,102.041
2397,50 Ways to Leave Your Lover,Paul Simon,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,0.815,0.372,-12.814,0.0752,0.166,0.000116,0.0767,0.293,101.684
2398,Irreplaceable,Beyoncé,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,0.447,0.694,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,175.868
2399,Orinoco Flow - 2009 Remaster,Enya,spotify:track:4bQNusmmVudLxIiexglzh6,0.692,0.466,-10.741,0.0292,0.743,0.109,0.1,0.561,114.999
2400,Noid,Yves Tumor,spotify:track:6fhH6tRpDX77lDmqBy9LF7,0.397,0.833,-5.871,0.0472,1.28e-06,0.824,0.0992,0.669,192.067
2401,Five Seconds,Twin Shadow,spotify:track:2MRJJfu5FN6nuVuLwwdVpw,0.468,0.88,-5.086,0.057,0.0019,0.00704,0.409,0.648,176.972
2402,Silver Machine - Live at the Roundhouse London; 1996 Remaster,Hawkwind,spotify:track:73HSIWZlSCfs4tqVkrGv7H,0.31,0.874,-11.889,0.152,0.000416,0.712,0.0695,0.096,131.717
2403,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,spotify:track:2eg2gvPXuwZ9FyrPaLgrXi,0.451,0.808,-5.231,0.0405,0.22,0.0,0.224,0.805,188.037
2404,Here Comes the Rain Again - Remastered Version,Eurythmics,spotify:track:10X1RP2I6DL8Q0xs2FfImV,0.648,0.755,-7.901,0.03,0.0139,0.000253,0.225,0.607,126.341
2405,I'm Movin' On,Country,spotify:track:2RgRniB5Rd2XOcVAopW9d6,0.574,0.515,-13.121,0.0309,0.786,0.00149,0.106,0.921,97.772
2406,Jockey Full Of Bourbon,Tom Waits,spotify:track:3eo72k87jxVY8zoRefxkpy,0.675,0.501,-16.45,0.0608,0.912,0.807,0.277,0.964,82.756
2407,The Rising,Bruce Springsteen,spotify:track:2czBvzOv3TvnyoW7Ozo7fP,0.499,0.761,-6.381,0.0324,0.0655,0.0,0.0895,0.326,110.186
2408,Kid,Pretenders,spotify:track:6HIodOw5vqJqbwGSLTLnYw,0.433,0.732,-8.352,0.029,0.0115,0.000178,0.11,0.691,138.129
2409,Star Dust,Artie Shaw,spotify:track:6w1pWuoO0OZ6HbXnRnMt9e,0.332,0.234,-14.602,0.0338,0.984,0.842,0.487,0.543,85.204
2410,NYC,Interpol,spotify:track:694viMJ3pA7Rrjq14jmsHw,0.2,0.737,-5.039,0.0316,0.012,0.0599,0.108,0.283,74.943
2411,One,Harry Nilsson,spotify:track:4yPM45mQQEssQKwkMbQ3QH,0.422,0.147,-16.591,0.0428,0.894,0.000364,0.169,0.219,123.236
2412,Blue Moon Of Kentucky,Elvis Presley,spotify:track:4P3XNKzOFnb5r0bdQdbIU7,0.667,0.699,-6.19,0.0353,0.913,0.113,0.0946,0.924,111.926
2413,Barracuda,Heart,spotify:track:27BiHcQDEkxVn69zy1t3Es,0.51,0.926,-4.073,0.0613,0.00368,0.0365,0.137,0.6,137.374
2414,Hallelujah - Remastered Version,Happy Mondays,spotify:track:21A8Ln5jlDfvCXnV9tvOS4,0.503,0.869,-8.602,0.0456,1.05e-05,0.0059,0.134,0.679,97.978
2415,Some Candy Talking,The Jesus and Mary Chain,spotify:track:58TNv157yqqV8BGewhQThW,0.554,0.798,-5.032,0.03,0.0844,0.000331,0.0753,0.595,113.335
2416,"Lloyd, I'm Ready To Be Heartbroken",Camera Obscura,spotify:track:52PuLmsxTDOI2WAqpzYjoT,0.329,0.857,-3.681,0.0496,0.00878,0.0725,0.156,0.476,143.482
2417,Crash,The Primitives,spotify:track:4tPHC7YsU3LInUYcIe2UIi,0.375,0.6,-9.313,0.033,0.0966,0.000972,0.759,0.916,169.976
2418,Somebody To Love - Remastered 2011,Queen,spotify:track:3vCHmbyOgc6pgwLUWfU4pF,0.461,0.69,-6.958,0.0611,0.169,1.01e-06,0.113,0.353,110.915
2419,Celebration,Kool & The Gang,spotify:track:1MAsscucG6PZqNrNDGkpLO,0.878,0.51,-13.781,0.0565,0.136,0.0156,0.049,0.911,120.771
2420,Somethin' Else,Eddie Cochran,spotify:track:3Ib94mN8YF3cXZo5x1FpQL,0.625,0.791,-10.428,0.0711,0.198,0.000144,0.0645,0.967,157.413
2421,Shotgun,Various Artists,spotify:track:55CnX5GFKgqnNu6oeq84hU,0.715,0.51,-7.726,0.0337,0.0117,0.00439,0.278,0.64,120.308
2422,I'm Walkin',Fats Domino,spotify:track:4z63jB7Ucg9HXMoKmOaN64,0.65,0.733,-10.158,0.116,0.642,0.00074,0.0335,0.979,111.123
2423,Love On Top,Beyoncé,spotify:track:3xjr8NSgMbkcAEdVZgdui0,0.652,0.749,-5.248,0.0886,0.0848,0.0,0.604,0.651,94.103
2424,Boogie Wonderland,"Earth, Wind & Fire",spotify:track:1BN64tG1hagcmN5sXrduuQ,0.803,0.759,-10.776,0.0355,0.0829,0.013,0.0293,0.963,131.721
2425,Is This Love,Bob Marley & The Wailers,spotify:track:014VslOQ0eBixAn6Or9b6f,0.775,0.553,-8.371,0.102,0.106,0.0,0.0518,0.753,122.232
2426,Dog Days Are Over,Florence + The Machine,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,0.492,0.81,-5.315,0.0847,0.0416,0.00379,0.117,0.245,149.954
2427,One Step Beyond,Madness,spotify:track:33GLigpe5PChdcOz8pGGrq,0.474,0.921,-4.384,0.0609,0.0484,0.0357,0.156,0.942,154.851
2428,(I Can't Get Me No) Satisfaction,DEVO,spotify:track:7Gq1h1mIUgYqfr1vP6oGnI,0.884,0.634,-12.248,0.142,0.134,0.0336,0.107,0.966,102.111
2429,Tom Dooley - Remastered,The Kingston Trio,spotify:track:5rivhNukBcqEX41XQDLYi9,0.632,0.137,-15.351,0.0446,0.866,2.92e-06,0.0825,0.516,125.95
2430,Cry to Me,Solomon Burke,spotify:track:2sCf9tz6LHByczuVT7rqIx,0.733,0.624,-9.849,0.0374,0.623,0.0,0.407,0.912,114.586
2431,"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",Miles Davis,spotify:track:5vb7At47uO0yPGfmYnAHuw,0.494,0.182,-11.116,0.0443,0.79,0.00036,0.129,0.21,112.689
2432,Glad All Over - 2019 - Remaster,The Dave Clark Five,spotify:track:2w8oMeJjXn1KTnU2fr9eFB,0.462,0.803,-8.357,0.0585,0.152,0.0,0.0788,0.896,137.789
2433,Bandages,Hot Hot Heat,spotify:track:7KccnIMXn4fkqqWrNeKZNS,0.376,0.946,-3.778,0.0897,0.00756,0.0,0.107,0.858,150.199
2434,Do It Again,Röyksopp,spotify:track:44eQkbofZeY7rEPnPdobwa,0.616,0.671,-5.37,0.054,0.00193,0.00402,0.0771,0.783,123.939
2435,Pride and Joy,Stevie Ray Vaughan,spotify:track:1a2iF9XymafjRk56q7oCxo,0.427,0.626,-11.821,0.0385,0.0274,0.00395,0.106,0.743,126.877
2436,sad day,FKA twigs,spotify:track:4KfgBq7SrmjavjQS4ZQGHC,0.434,0.469,-10.685,0.165,0.809,0.000215,0.0856,0.143,136.745
2437,Can I Kick It?,A Tribe Called Quest,spotify:track:5q6pg1kvXfT7z5MqG0KKSs,0.867,0.554,-13.634,0.249,0.161,0.0103,0.111,0.766,96.668
2438,Watermelon Man,Herbie Hancock,spotify:track:7wGx08b8HOKxnppqcoq4ea,0.606,0.555,-9.219,0.0283,0.893,0.663,0.0783,0.599,129.419
2439,Ashes to Ashes,Jenny Hval,spotify:track:5jGDwhjXGu9AjegFiR6Muz,0.594,0.852,-7.515,0.0431,0.461,0.0298,0.0876,0.249,107.962
2440,The Pill,Loretta Lynn,spotify:track:43Jw5rISHrNqlqoC3m4gfT,0.7,0.335,-11.351,0.0323,0.556,0.0,0.104,0.777,78.038
2441,Long Train Runnin',The Doobie Brothers,spotify:track:4nXkbcTj3nyww1cHkw5RAP,0.575,0.912,-7.275,0.0393,0.0916,0.00211,0.0562,0.843,117.399
2442,Pleasant Valley Sunday - 2007 Remaster,The Monkees,spotify:track:2HqB3VSdiYmDkTTCPzVHOf,0.421,0.727,-6.384,0.0344,0.203,0.0,0.235,0.541,89.973
2443,"Independent Women, Pt. 1 - #1's Edit",Destiny's Child,spotify:track:2tZZGKQDPIk37SkmNm0Od7,0.673,0.593,-3.957,0.216,0.348,3.51e-06,0.114,0.928,97.891
2444,Play With Fire - Mono Version / Remastered 2002,The Rolling Stones,spotify:track:2M7HsaaEE1Ye5XrvoVk9zB,0.553,0.425,-9.859,0.0269,0.233,1.62e-05,0.188,0.135,108.942
2445,Hand in Glove - 2011 Remaster,The Smiths,spotify:track:4Iby9UapWJmVS8SOJbx72u,0.445,0.89,-7.242,0.0354,8.97e-05,0.000176,0.284,0.915,141.802
2446,Mystery Train,Junior Parker,spotify:track:2ai9vtLxBecBwYcBRGJXwo,0.472,0.365,-10.217,0.031,0.927,0.00573,0.108,0.571,96.787
2447,Black Is Black,Los Bravos,spotify:track:6lazLV13sV8VNGJTjL4Zeu,0.575,0.843,-5.931,0.0584,0.239,5.16e-06,0.0764,0.858,128.169
2448,"Shame, Shame, Shame - Vocal Version",Shirley & Company,spotify:track:2RvoIv22fdI9Uhife5zdDl,0.734,0.743,-8.085,0.161,0.252,0.0362,0.15,0.767,101.609
2449,In the Summertime,Mungo Jerry,spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,0.642,0.65,-8.567,0.0623,0.66,0.0,0.14,0.973,164.421
2450,Everybody Knows,Leonard Cohen,spotify:track:3Y6k33m10glnsHhlgtg2FP,0.778,0.378,-17.586,0.0288,0.49,0.0,0.0879,0.723,104.246
2451,Groovejet,Various Artists,spotify:track:2KeAqVOxKLU4XyPLcHTL2h,0.794,0.595,-9.125,0.0715,0.000496,0.121,0.353,0.681,123.008
2452,La ritournelle,Sébastien Tellier,spotify:track:0qG1teoBvooRo7Z5Z8edCk,0.558,0.723,-11.214,0.0312,0.00405,0.501,0.0863,0.526,102.833
2453,Tiger Rag,Original Dixieland Jazz Band,spotify:track:1Rmp9nLBpi1uAkZqWCLkJL,0.508,0.424,-10.433,0.0413,0.993,0.903,0.326,0.847,124.141
2454,The Little Old Log Cabin In The Lane,Fiddlin John Carson,spotify:track:11yR8LYrznfqVw7PW8EbPC,0.502,0.0996,-16.259,0.0499,0.994,0.0,0.327,0.778,98.782
2455,Flawless Remix (feat. Nicki Minaj),Beyoncé,spotify:track:0zVMzJ37VQNFUNvdxxat2E,0.64,0.659,-7.273,0.215,0.241,8.33e-06,0.484,0.457,136.804
2456,Only Love Can Break Your Heart,Neil Young,spotify:track:4nRhbx8L4ifnMKaE5jSQGR,0.732,0.239,-12.203,0.037,0.681,1.16e-06,0.0972,0.377,110.58
2457,Sweet Love,Anita Baker,spotify:track:6Ycf7Ch2VlEKlORbz7yfpJ,0.504,0.728,-5.699,0.0234,0.36,0.0,0.159,0.683,89.255
2458,"My My, Hey Hey (Out Of The Blue)",Neil Young,spotify:track:4DFMZUoz6TBh8JVqmw6Drv,0.506,0.404,-13.308,0.0295,0.871,0.000571,0.328,0.409,126.973
2459,She Thinks I Still Care,George Jones,spotify:track:1Oe7t3gFbWsN7hngBjd4cY,0.547,0.362,-9.767,0.0291,0.706,0.0,0.101,0.609,115.034
2460,Neighborhood #3 (Power Out),Arcade Fire,spotify:track:7ejcNW7uMlDqgEHspqcOcs,0.531,0.956,-5.036,0.0487,0.000575,0.0173,0.0891,0.59,119.878
2461,If I Were Your Woman - Single Version,Various Artists,spotify:track:5PyppJg1H7h25ROgVeR8Yj,0.467,0.595,-6.489,0.0561,0.692,0.0538,0.573,0.574,73.619
2462,Farther Up The Road - Single Version,"Bobby ""Blue"" Bland",spotify:track:6UfHD6vcocJDT13hDjDb49,0.511,0.508,-5.532,0.0334,0.535,0.0,0.181,0.781,105.408
2463,On My Radio,Various Artists,spotify:track:3Qmtadha85zkLH1H9EGi3u,0.687,0.809,-5.911,0.0444,0.0335,0.0,0.347,0.717,141.811
2464,Big Boss Man,Jimmy Reed,spotify:track:06bfL2U8YhbIYPi4dHYxm6,0.755,0.246,-17.337,0.0324,0.593,0.000914,0.0769,0.919,78.475
2465,Kill V. Maim,Grimes,spotify:track:17eu2pSgSUpIG1GFWBnODv,0.578,0.947,-2.431,0.036,0.00744,0.0816,0.105,0.456,134.034
2466,Aftermath,Tricky,spotify:track:2VOBtIsEjq5kOmWu6VqFax,0.732,0.444,-14.193,0.0655,0.0393,0.183,0.155,0.485,80.835
2467,Baby Please Don't Go,Various Artists,spotify:track:0uEqOTl9MBO6yyWoy6NSKe,0.608,0.335,-6.589,0.243,0.882,0.00321,0.0432,0.791,161.895
2468,Back In The U.S.S.R. - Remastered,The Beatles,spotify:track:3wr146ap95fc6vq3dbqtpJ,0.48,0.969,-7.464,0.0854,0.069,0.00022,0.0608,0.494,142.489
